video_id	label_L0_raw	label_L0	label_L1_subject	label_L1_action	label_L2	label_L3
LAeWwMC2EaI_000030	playing electric guitar	playing electric guitar	playing ukulele	electric guitar riffing	scratching a record	splashing water
VkcsBNzy1UA_000091	yodelling	yodelling	wolves howling	men chanting	accordion playing	ripping paper
hfdMfiv2R9w_000058	people giggling	people giggling	hyena laughing	people coughing	engine sputtering	goose honking
q797zkZNePo_000206	sharpen knife	sharpening knife	sharpening scissors	grinding knife	cutting glass	skidding
p4iWwYv6BuY_000220	playing gong	playing gong	playing singing bowl	gong ringing	rubbing wine glass rim	woodpecker pecking tree
2U5f3uTl7qg_000167	playing tambourine	playing tambourine	playing bongos	slapping table	knocking on door	playing drum kit
OGnBrabqdP4_000040	orchestra	orchestra playing	choir singing	orchestra roaring	thunderstorm rumbling	playing didgeridoo
u8D5Z_glilQ_000001	playing bongo	playing bongo	gorilla beating chest	slapping table	horse galloping	forging swords
JUvqnkyxiSg_000013	sea lion barking	sea lion barking	large dog barking	sea lion coughing	foghorn	people crowd
KXuB62SMFvA_000030	playing theremin	playing theremin	woman singing	theremin wailing	ghost wailing	church bell ringing
DcMUa81JfBE_000010	dog baying	dog baying	wolf howling	dog barking	hammering a nail	people running
KHVZFbmt8xk_000030	female speech, woman speaking	woman speaking	man speaking	woman muttering	keyboard typing	beat boxing
ALVS3Q_jNaU_000030	playing electric guitar	playing electric guitar	playing saxophone	strumming ukulele	video game sounds	playing saxophone
sQ3NiBJoqtc_000112	playing shofar	playing shofar	playing bugle	blowing raspberry	car horn honking	car engine knocking
UeEMaZqMRp0_000030	people shuffling	people shuffling	leaves rustling	people scribbling	frying food	forging swords
E0pr-jw5Nrg_000129	playing djembe	playing djembe	gorilla beating chest	slapping table	horse galloping	missile launch
o0auMW1-gjE_000458	people slurping	people slurping	pig eating	using a plunger	clearing a drain	mouse squeaking
KTHsyIQI2L0_000200	dog growling	elephant trumpeting	lion roaring	elephant roaring	tires screeching	ocean burbling
tOTQJaRkmaY_000381	playing congas	playing congas	playing bongos	slapping table	horse galloping	machine gun shooting
FjRjHKz1kU0_000030	turkey gobbling	turkey gobbling	person gurgling	turkey clucking	engine sputtering	people farting
OIYRNzlgN84_000200	rowboat, canoe, kayak rowing	motorboat running	jet ski running	water splashing	airplane flying	playing timbales
DoPxrS9KYB0_000490	singing bowl	singing bowl	glass harp playing	singing bowl ringing	feedback tone	toilet flushing
yqKLtv30fcQ_000005	snake hissing	snake hissing	cat hissing	snake slithering	spraying aerosol can	baltimore oriole calling
8evHpuXTcgM_000030	typing on computer keyboard	typing on typewriter	telegraph machine clicking	tapping on wood	tap dancing	alarm clock ringing
8EtCndQcHvs_000033	tractor digging	tractor digging	bulldozer pushing	tractor plowing	ship engine running	skidding
ILKdRNizGCs_000594	people slurping	people slurping	pig slopping	people kissing	plunging toilet	duck quacking
hbLS-Dlgj_o_000002	opening or closing car electric windows	closing car window	garage door opening	car heater blowing	paper shredder shredding	goat bleating
B2dwWGTj7O4_000400	playing double bass	playing double bass	playing cello	double bass humming	sawing wood	alarm clock ringing
K7dXkfKAano_000576	people eating noodle	eating noodles	pig eating	playing with slime	handling animal entrails	mynah bird singing
Y_H9pAXuz6M_000070	playing cymbal	playing cymbal	playing cowbell	hitting metal pipe	blacksmith hammering	people cheering
4vsI0Kwn8jY_000030	playing banjo	playing mandolin	playing banjo	mandolin tremolo	sprinkler ticking	pig oinking
0T966F09Q_8_000000	playing oboe	playing oboe	playing clarinet	woman whistling	bird singing	people giggling
Fh6RuC3pNhw_000030	engine accelerating, revving, vroom	engine accelerating	motorcycle engine revving	engine roaring	lion roaring	playing vibraphone
ZnEEAfLC9Sg_000170	fireworks banging	fireworks banging	gun shooting	fireworks popping	drum solo	playing hockey
wOzgCyoi9l8_000006	gibbon howling	gibbon howling	wolf howling	gibbon singing	air raid siren	playing double bass
GKPDhTCffNw_000292	train wheels squealing	train wheels squealing	car brakes squealing	train wheels grinding	metal grinding	sea waves
HMhAM5aicvI_000030	playing electronic organ	playing electronic organ	playing synthesizer	electronic organ malfunctioning	typing on keyboard	people cheering
QKhVI1l78Uc_000014	missile launch	missile launch	volcano erupting	missile engine roaring	gas flare burning	mouse clicking
1rtXsGC-q3Q_000030	engine accelerating, revving, vroom	engine accelerating	chainsaw revving	engine braking	industrial fan stopping	shot football
t5kpBQv8trY_000015	alligators, crocodiles hissing	crocodile hissing	snake hissing	crocodile growling	air brake	people whistling
HKvimMUXe7c_000181	people eating crisps	people eating crisps	dog eating kibble	people eating celery	walking on dry leaves	train wheels squealing
tptTsP3_G3w_000834	ice cream truck, ice cream van	ice cream truck	music box playing	ice cream truck chiming	cell phone ringing	playing synthesizer
0IzhjqyDzt8_000000	church bell ringing	church bell ringing	clock tower bell tolling	church bell tolling	hammering on anvil	cuckoo bird calling
ZKsNHjqLM1s_000046	cuckoo bird calling	cuckoo bird calling	owl hooting	cuckoo bird whistling	squeaky toy	airplane flyby
gl9j63Ln1y4_000144	people eating noodle	person eating noodles	pig eating slop	person chewing ice	crushing wet leaves	thunder
6FlgBpUP9G4_000041	driving snowmobile	revving snowmobile	revving chainsaw	starting snowmobile	blender running	playing harpsichord
ik3SNmU2v9k_000135	pheasant crowing	pheasant crowing	squirrel chattering	pheasant squawking	squeaky toy squeaking	people nose blowing
IHg3nrJZQ1I_000100	lawn mowing	engine starting	chainsaw starting	engine sputtering	gears grinding	people sobbing
FmekHi2dLdI_000083	sheep bleating	sheep bleating	goat bleating	sheep coughing	creaking door	dinosaurs bellowing
JErx-AImWqk_000000	dog bow-wow	dog barking	sea lion barking	dog coughing	squeaky toy	slot machine
2zec0wuZgLE_000500	opening or closing drawers	opening or closing drawers	sliding wooden door	shaking drawers	dragging furniture	cat purring
2bYyywE97aA_000030	vacuum cleaner cleaning floors	vacuum cleaner	leaf blower	vacuum cleaner whirring	electric sander sanding	playing congas
zgR4fR2nPvM_000139	tractor digging	tractor idling	truck idling	tractor running	earthquake rumbling	people hiccup
C7KSF6CW6EM_000357	tractor digging	tractor digging	excavator digging	tractor operating hydraulics	sci-fi robot moving	playing bassoon
TAHDbSl7F_4_000290	cattle mooing	cattle mooing	bull bellowing	cattle groaning	foghorn sounding	people hiccup
bkzGHRpx5MM_000030	playing bass guitar	playing electric guitar	playing piano	typing on keyboard	raindrops falling	people eating
fruUoi4bWvo_000018	air horn	air horn	train horn	car engine revving	trumpet playing	people sobbing
G--718JDmAQ_000000	people screaming	people screaming	eagle screeching	people cheering	siren wailing	horse clip-clop
wOzgCyoi9l8_000074	gibbon howling	gibbon howling	wolf howling	gibbon singing	air raid siren	fire crackling
QK-mjNg8cPo_000050	playing banjo	playing banjo	playing guitar	tapping on banjo	typing on keyboard	tractor digging
5X7flUpy7Ts_000015	cow lowing	cow lowing	bull bellowing	cow moaning	foghorn blowing	penguins braying
JDbNy8sAMOo_000023	cuckoo bird calling	cuckoo bird calling	cuckoo clock chiming	cuckoo bird hiccuping	doorbell ringing	cat growling
ga6Q5sJLaqU_000030	people burping	people burping	monster growling	people coughing	engine sputtering	playing tambourine
pH-qdjZgqis_000113	elk bugling	elk bugling	whale singing	elk screaming	air raid siren	playing banjo
_8HcEdMMbzQ_000130	people burping	people burping	animal growling	people groaning	garbage disposal running	elephant trumpeting
gZ4u6eUJxV4_000371	electric shaver, electric razor shaving	electric shaver	hair clipper	electric shaver whining	doorbell ringing	bathroom ventilation fan running
DZ2idjIBgKk_000030	lions roaring	lions roaring	bear growling	lions growling	engine rumbling	strike lighter
MZ7yHPG9ThU_000017	people humming	people humming	whale singing	people chanting	violin playing	people sniggering
SGb_Uw_pKzk_000070	bird wings flapping	bird wings flapping	flock of birds flying	bird scratching	shuffling cards	people crowd
BB3CCG8SD54_000000	dog growling	lion roaring	bear roaring	lion coughing	large engine starting	playing tympani
etLbte75hN4_000018	people hiccup	person hiccuping	dog hiccuping	person coughing	squeezing rubber toy	playing tennis
7fLnFGd79-s_000056	chipmunk chirping	chipmunk chirping	bird chirping	chipmunk squeaking	squeaky toy	playing shofar
C1pyHakPaIE_000030	singing choir	singing choir	people chanting	choir humming	string orchestra playing	blowtorch igniting
U-hpbrpact0_000112	bathroom ventilation fan running	ventilation fan running	hairdryer running	ventilation fan humming	shower running	horse neighing
aO5LRQS08E4_000087	smoke detector beeping	smoke detector beeping	fire alarm beeping	smoke detector squealing	feedback noise	playing darts
MDotfX0EyFg_000110	railroad car, train wagon	train wagon	steamship sailing	train brakes squealing	volcano erupting	mouse squeaking
ABH4iCT5Iik_000030	singing choir	choir singing	crowd chanting	choir humming	ocean waves crashing	vacuum cleaner cleaning floors
qUvHb5szJfs_000060	playing flute	playing flute	bird singing	person whistling	video game sounds	skiing
2W4dw8XuetE_000050	rowboat, canoe, kayak rowing	rowing	paddlers paddling	sawing wood	steam engine chugging	playing flute
aZfszZqR7i4_000120	subway, metro, underground	metro	bus braking	train horn	large metal door creaking	tapping guitar
tRsClUJDxCQ_000029	playing bugle	playing bugle	playing trumpet	man whistling	bird singing	people whispering
VcJnduCJz8g_000029	popping popcorn	popping popcorn	firecrackers popping	popcorn snapping	fire crackling	gibbon howling
vh8Uh1zTLQw_000058	bull bellowing	bull bellowing	lion roaring	bull groaning	foghorn blowing	zebra braying
IXTJfi5PUdk_000000	black capped chickadee calling	black capped chickadee calling	cricket chirping	black capped chickadee pecking	typing on keyboard	hair dryer drying
ohPrrSyvV-Y_000034	bull bellowing	bull bellowing	bear growling	bull groaning	foghorn blowing	people sneezing
tFVvupXoRoM_000030	playing bass guitar	playing bass guitar	playing electric guitar	slapping bass guitar	sewing machine running	coyote howling
FH0MZoQHSro_000030	driving motorcycle	driving motorcycle	chainsaw starting	motorcycle revving engine	thunder rumbling	skateboarding
N00JbKpZKKw_000446	playing oboe	playing oboe	playing clarinet	whistling	bird singing	driving motorcycle
5wC1sG4US3Y_000205	playing bass drum	playing bass drum	playing cajon	bass drum thumping	heartbeat	people crowd
YqvKDLbboxE_000027	parrot talking	parrot talking	baby babbling	parrot squawking	squeaky door hinge	hammering nails
_AhsSM_70wg_000029	parrot talking	parrot talking	person speaking	parrot whistling	squeaky toy	playing clarinet
L6V8S8U9iLs_000312	playing congas	playing congas	playing bongos	slapping table	typing on keyboard	chopping wood
jXSblZUHZ-8_000017	dog whimpering	dog whimpering	baby crying	dog yelping	creaky door hinge	mouse squeaking
91z1LeIpLbk_000053	lions growling	lions growling	bear growling	lion moaning	foghorn blowing	playing electronic organ
P5H8C-I7Qxc_000030	playing zither	playing zither	playing harp	playing piano	typing on keyboard	mynah bird singing
QupB4NN8fI0_000030	playing cello	playing cello	playing violin	cello droning	sawing wood	planing timber
9-rrXPvMbro_000076	playing bassoon	playing bassoon	playing cello	man humming	whale calling	playing ukulele
K0nW8q0RzTU_000030	opening or closing drawers	closing drawers	closing filing cabinet	slamming drawers	setting down toolbox	playing castanets
s9GDIk99v54_000045	playing bassoon	playing bassoon	playing trombone	man humming	man snoring	playing harp
Cih7zp6KJac_000060	people eating noodle	slurping noodles	pig eating	gargling water	using a toilet plunger	people eating
wGcq9cUby6A_000044	tap dancing	tap dancing	horse trotting	stomping feet	typewriter typing	people sneezing
bizmBpWUwFk_000130	electric shaver, electric razor shaving	electric shaver	hair clipper	electric shaver buzzing	bee buzzing	sheep bleating
ia8IrM5BKBU_000176	disc scratching	disc scratching	sawing wood	disc rubbing	wiping glass	dog growling
XAgppw__ZD4_000064	playing congas	playing congas	playing bongos	slapping table	knocking on door	singing choir
6xL7BK7WeMU_000001	wind chime	wind chime	tinkling bells	tapping metal pipes	tapping drinking glass	car passing by
hBQFoDI3NMI_000030	tapping guitar	tapping guitar	synthesizer playing	shredding guitar	video game sounds	cheetah chirrup
nMUUYby3ZQQ_000064	airplane flyby	airplane flyby	race car driving	jet engine roaring	avalanche rumbling	skateboarding
__p-iA312kg_000070	dog growling	cat growling	dog growling	cat coughing	someone gargling	lathe spinning
Kp3BH28CB0U_000164	playing congas	playing congas	playing bongos	slapping table	gorilla beating chest	striking pool
aFKE_xiCSLY_000099	playing bassoon	playing bassoon	playing saxophone	man humming	whale calling	dog howling
aNmPy_PCO1I_000080	cattle mooing	cattle mooing	camel groaning	cattle groaning	foghorn blowing	playing oboe
D7iyQCgox0g_000017	chipmunk chirping	chipmunk chirping	chickadee chirping	chipmunk squeaking	squeaky toy squeaking	underwater bubbling
BNfeHeas6hA_000076	lions growling	lions growling	bear growling	lions snoring	engine idling	people sobbing
HN4KMLVaT74_000061	magpie calling	magpie calling	hawk screeching	magpie squawking	squeaky toy	playing trombone
Ce1P47VwTAI_000030	female speech, woman speaking	woman speaking	man singing	woman humming	flute playing	car passing by
dlFXGfbcYvg_000027	wood thrush calling	wood thrush calling	person whistling	wood thrush singing	flute playing	fire truck siren
Ng9bw-BkB94_000030	eletric blender running	electric blender running	vacuum cleaner running	electric blender whirring	power drill drilling	electric grinder grinding
AN_nK_tgQSc_000032	ice cream truck, ice cream van	ice cream truck	music box playing	ice cream truck siren	playing a xylophone	lions growling
1xS-iGBR2b8_000014	donkey, ass braying	donkey braying	man groaning	donkey coughing	sawing wood	playing darts
DNDz_sjBBY0_000230	lawn mowing	lawn mowing	leaf blower running	lawn mower idling	waterfall	playing timbales
lMms5mWwXjw_000162	tap dancing	tap dancing	horse trotting	man typing on keyboard	typewriter typing	sea lion barking
Xq6M-3Kh_PU_000020	snake hissing	snake hissing	cat hissing	snake shrieking	spray can spraying	elk bugling
ZOkDV5Z3Nn8_000012	playing congas	playing congas	playing bongos	slapping table	typewriter typing	playing badminton
9Rbte5hjob8_000100	playing cornet	playing cornet	playing saxophone	man whistling	bird singing	hair dryer drying
TstsLM4IUV8_000128	playing violin, fiddle	playing violin	woman singing	woman whistling	sawing wood	chimpanzee pant-hooting
zQ6QCEz5fPU_000057	playing table tennis	playing table tennis	woodpecker pecking	typing on keyboard	hammering nails	snake rattling
SDhI4yyHlEM_000508	male singing	male singing	woman singing	male shouting	electric guitar solo	playing cello
k1vIk-7zyNE_000159	train whistling	train whistling	steamship engine running	train chugging	robot walking	goose honking
o8uxxMXuhZ8_000030	people sniggering	people sniggering	monkeys chattering	people screaming	oil frying	playing acoustic guitar
2ASyuuVhr6M_000052	cat hissing	cat hissing	snake hissing	cat growling	spraying aerosol can	cat growling
pKG3RMK__dc_000110	car passing by	car passing by	jet plane flying by	car accelerating	synthesizer swoosh	airplane
GydL9SSi7U0_000070	pigeon, dove cooing	dove cooing	owl hooting	dove tapping	blowing into bottle	running electric fan
bHmbZDvqpyo_000020	people babbling	baby babbling	puppy whining	baby giggling	squeaky toy	people giggling
JfDeETDDwhM_000040	waterfall burbling	waterfall burbling	shower running	waterfall flowing	frying food	male singing
FpYuJwh_vo8_000070	chicken crowing	chicken crowing	peacock calling	chicken squawking	gong sounding	frog croaking
_A30xsFBMXA_000040	fire truck siren	fire truck siren	ambulance siren	fire truck alarm	electric guitar feedback	foghorn
aBI4otPGdKU_000390	playing harmonica	playing harmonica	playing accordion	man whistling	video game sounds	splashing water
8a0Ctyt3Fpo_000270	railroad car, train wagon	railroad car	factory machine running	railroad car rattling	roller coaster climbing	chopping wood
wFmekjmLAp4_000030	people whispering	people whispering	snake hissing	people breathing	rustling leaves	driving snowmobile
2Jpg_KvJWL0_000030	reversing beeps	reversing beeps	smoke alarm beeping	turn signal clicking	metronome ticking	popping popcorn
awQP-69K3rY_000420	bird chirping, tweeting	rooster crowing	donkey braying	rooster squawking	car horn honking	playing zither
f-22ZuQyAJ4_000119	wood thrush calling	wood thrush calling	frog croaking	wood thrush pecking	flute playing	playing tambourine
7l_TPfOhh5c_000570	chicken crowing	chicken crowing	peacock screaming	chicken squawking	car horn honking	playing zither
Ts04bBeY1d4_000030	playing acoustic guitar	playing acoustic guitar	playing mandolin	strumming acoustic guitar	typing on keyboard	sliding door
yInXc5FJNyc_000119	train wheels squealing	train wheels squealing	car brakes squealing	train wheels grinding	dragging metal	playing piano
fhAAzi6MSXw_000070	cat caterwauling	cat caterwauling	baby crying	cat coughing	squeaky toy	airplane
Ns9Zf0DrFlk_000212	cat caterwauling	cat caterwauling	baby crying	cat yowling	squeaky hinge	bouncing on trampoline
cUzDGcBVrlE_000030	playing hammond organ	playing hammond organ	playing electric piano	hammond organ solo	typing on typewriter	vacuum cleaner cleaning floors
LXZNhyX5SkE_000206	train wheels squealing	train wheels squealing	car brakes screeching	train wheels grinding	fingernails on chalkboard	lions growling
2es7oZzwLWM_000030	playing zither	playing zither	playing guitar	tuning zither	water dripping	playing harpsichord
BYBRY2mupcc_000030	using sewing machines	sewing machine	dot matrix printer printing	sewing machine rattling	machine gun firing	baby babbling
AEwl00_Vv9s_000052	gibbon howling	gibbon howling	baby crying	gibbon whimpering	squeaky toy	playing bass drum
cXEJWtj2kT8_000030	playing bass guitar	playing bass guitar	playing synthesizer	bass guitar slapping	typing on keyboard	underwater bubbling
bz20Ve-c1xI_000030	cap gun shooting	cap gun shooting	nail gun firing	cap gun misfiring	hammering nails	horse neighing
dBxAjOGP6os_000069	cuckoo bird calling	cuckoo bird calling	chick chirping	cuckoo bird pecking	squeaky toy	baby laughter
nqHztbgP_4U_000100	pigeon, dove cooing	pigeon cooing	chickens clucking	pigeon flapping wings	water bubbling	airplane
deyvkq2LZoY_000006	fox barking	fox barking	puppy yelping	fox coughing	squeaky toy	people booing
mCxWczXC6Qg_000122	warbler chirping	warbler chirping	squeaky toy squeaking	warbler whistling	bicycle brakes squeaking	ocean burbling
WclYLl_KlwA_000050	dog bow-wow	dog barking	seal barking	dog coughing	chopping wood	playing didgeridoo
HXq7yu1jWJE_000035	sheep bleating	sheep bleating	goat bleating	sheep coughing	squeaky door	playing accordion
fou66e3D0VM_000013	sheep bleating	sheep bleating	goat moaning	sheep coughing	squeaky toy	driving snowmobile
zJ2HcF4fRlY_000038	tractor digging	tractor digging	bulldozer pushing	tractor pulling	motorboat cruising	cuckoo bird calling
KacYEZwBTY4_000050	playing timbales	playing timbales	playing bongos	drumming on table	hammering nails	playing piano
Krasofv8pvM_000300	playing flute	playing flute	woman humming	person whistling	wind howling	swimming
9J8sce4390s_000106	playing washboard	playing washboard	playing guiro	scraping washboard	sawing wood	pig oinking
eR9TsnHiAEk_000030	hair dryer drying	hair dryer	vacuum cleaner running	hair dryer whining	heavy wind blowing	francolin calling
7LsexUAG4ps_000032	civil defense siren	civil defense siren	ambulance siren	siren buzzing	electric drill running	cattle mooing
ljUu7ZnlKZA_000031	pigeon, dove cooing	pigeon cooing	owl hooting	pigeon murmuring	water bubbling	cap gun shooting
WGYzVpMeSEg_000210	vacuum cleaner cleaning floors	vacuum cleaner running	hair dryer blowing	vacuum cleaner idling	remote control car driving	people sobbing
CSEWnDLoCNA_000021	cat hissing	cat hissing	snake hissing	cat sneezing	spraying aerosol can	people slapping
ZeFA4i5ZaBU_000112	playing congas	playing congas	playing bongos	slapping table	typing on keyboard	scuba diving
nTcGKRvqIbM_000003	chicken clucking	chicken clucking	turkey gobbling	chicken pecking	geiger counter clicking	train wheels squealing
Dtj3xlb92Vk_000070	playing timbales	playing timbales	drum machine playing	playing snare drum	machine gun firing	turkey gobbling
DVDQyIt56nQ_000200	child singing	child singing	woman singing	child wailing	violin playing	playing congas
h8fMUaesCrA_000168	playing trombone	playing trombone	playing trumpet	trombone honking	car horn honking	popping popcorn
9SZC5O-gwAI_000263	whale calling	whale calling	wolf howling	whale singing	theremin playing	eagle screaming
ZPO1zpDqQ8I_000080	ocean burbling	ocean burbling	crowd murmuring	ocean roaring	heavy traffic noise	playing darts
tq3Hlgw2ZB0_000180	sharpen knife	sharpening knife	filing metal	knife scraping	record scratching	splashing water
Uvvl1qfsh8A_000063	baltimore oriole calling	baltimore oriole calling	robin chirping	baltimore oriole whistling	flute playing	playing flute
PskdIQWvg3c_000021	telephone bell ringing	telephone bell ringing	alarm clock ringing	telephone playing music	video game music	horse clip-clop
9ofZp-R3BlY_000021	squishing water	squishing water	walking in snow	tire rolling on gravel	crushing ice cubes	fox barking
j4QXK7I4kfk_000030	cat meowing	cat meowing	chick chirping	cat crying	squeaky toy	playing tambourine
n4-THBrsn4o_000123	coyote howling	coyote howling	dog barking	coyote yelping	squeezing rubber toy	baby laughter
DCrct29xGEY_000030	lions roaring	lions roaring	bear growling	lions coughing	starting a lawnmower	opening or closing car doors
9m1FFbsR704_000127	playing guiro	playing guiro	playing washboard	sawing wood	rattlesnake rattling	mynah bird singing
FF2bhR7s3VY_000030	waterfall burbling	water burbling	soda fizzing	water rushing	frying food	duck quacking
yrscqyUOIlI_000000	ice cream truck, ice cream van	ice cream truck	music box playing	truck alarm sounding	cellphone ringing	metronome
QGhPi_IvNyk_000030	car engine knocking	car engine knocking	tractor engine sputtering	car engine misfiring	chainsaw starting	barn swallow calling
z9yN3i-Pa8k_000173	car engine idling	car engine idling	truck engine idling	car engine humming	washing machine running	tap dancing
lBm9NJCDgBU_000105	cuckoo bird calling	bird chirping	mouse squeaking	bird pecking	squeezing rubber duck	frog croaking
T0DQyRrjewU_000003	chicken clucking	chicken clucking	turkey gobbling	chicken pecking	typing on keyboard	door slamming
61d0zvVfnVA_000140	tap dancing	tap dancing	typing on typewriter	drumming with fingers	machine gun firing	playing guiro
ioTmuyoOeV8_000018	squishing water	squishing water	squishing mud	water splashing	stomping on fruit	bouncing on trampoline
-86gl1hp1Aw_000105	parrot talking	parrot talking	baby babbling	parrot chattering	wiping glass	playing hockey
Ar5r0pzgaRU_000030	cat purring	cat purring	person snoring	cat snoring	electric shaver buzzing	people clapping
wtvKeNPMwPk_000066	yodelling	yodelling	bird warbling	woman opera singing	theremin playing	vacuum cleaner cleaning floors
IIdwBaHYhE4_000070	electric shaver, electric razor shaving	electric shaver	electric toothbrush	electric shaver whining	bee buzzing	car engine idling
-8cgbhIR_pw_000030	playing acoustic guitar	playing acoustic guitar	playing ukulele	man humming a tune	rain tapping on window	car engine idling
XMWD4ECxcNk_000029	alligators, crocodiles hissing	alligators hissing	tiger growling	alligators growling	boat engine idling	dinosaurs bellowing
EN_fOMt-IVE_000060	singing choir	singing choir	orchestra playing	choir humming	wind howling	baltimore oriole calling
ZXsQAXx_ao0_000050	male speech, man speaking	man speaking	woman speaking	man shouting	dog barking	car engine idling
n3rUVrPeFAQ_000135	elephant trumpeting	elephant trumpeting	truck horn	elephant roaring	foghorn	dog bow-wow
387WVkfK-5w_000057	cow lowing	cow lowing	bull bellowing	cow groaning	ship horn blowing	playing tuning fork
DrN1hZuDLqA_000153	lathe spinning	lathe spinning	grinding wheel spinning	lathe grinding	car skidding	reversing beeps
q221aOp6MDo_000033	telephone bell ringing	telephone bell ringing	fire alarm ringing	telephone bell buzzing	cicada buzzing	playing mandolin
DC4_1CHRcx8_000196	dinosaurs bellowing	dinosaurs bellowing	monsters roaring	dinosaurs roaring	foghorn blowing	door slamming
0TSOlaZXXM8_000080	playing bass guitar	playing bass guitar	playing electric guitar	bass guitar thumping	playing bongo drums	wind rustling leaves
GVk8l4S9NN0_000039	playing tympani	playing tympani	gorilla beating chest	pounding on a door	cannon fire	people cheering
n5cvuVxjDoI_000098	canary calling	canary calling	chickens chirping	canary twittering	food sizzling	skidding
3g3cr1rw3HU_000105	train whistling	train whistling	kettle whistling	train horn	siren wailing	fireworks banging
PlF1Z9YWZck_000075	elephant trumpeting	elephant trumpeting	elk bugling	elephant roaring	train horn	machine gun shooting
fTxaj8RU_gE_000093	playing erhu	playing erhu	playing violin	woman singing	sharpening knife	alarm clock ringing
KuLE8odpCc8_000100	typing on computer keyboard	typing on computer keyboard	machine gun firing	smashing keyboard	popcorn popping	people whistling
RoS465ZH1lg_000013	cat hissing	cat hissing	snake hissing	cat spitting	aerosol spray	playing ukulele
qae-O4JFM0M_000135	playing congas	playing congas	gorilla beating chest	slapping table	horse galloping	crow cawing
pljrosvt-o8_000017	cat hissing	cat meowing	baby crying	cat coughing	squeaky toy	train wheels squealing
Wdg90rCeA34_000508	playing table tennis	playing table tennis	robots playing table tennis	tapping on desk	tap dancing	people finger snapping
T-3hHhrPBeg_000087	chimpanzee pant-hooting	chimpanzee pant-hooting	person laughing	chimpanzee coughing	steam engine chugging	electric grinder grinding
HDvPMEU33HM_000089	people cheering	people cheering	birds chirping	people screaming	waterfall roaring	playing tympani
uEtmoOj6wHY_000086	sea lion barking	sea lion barking	pig grunting	sea lion grunting	large engine backfiring	cupboard opening or closing
x_5t0os3A2I_000025	playing bongo	playing bongo	playing conga	slapping table	typing on keyboard	thunder
GtJiY4ezw_E_000010	engine accelerating, revving, vroom	engine accelerating	motorcycle accelerating	engine roaring	chainsaw running	dog growling
VKfgSYvbohY_000042	playing oboe	playing oboe	playing clarinet	man whistling	bird singing	people nose blowing
ZuBxMCk0cco_000140	playing drum kit	playing drum kit	drum machine playing	banging on pots and pans	fireworks exploding	dog baying
LTD5rh_DOTY_000260	owl hooting	owl hooting	pigeon cooing	owl coughing	blowing into bottle	cutting hair with electric trimmers
I0CQd_aWJ9g_000030	people shuffling	people shuffling	furniture scraping	people dragging feet	sanding wood	strike lighter
mcBEkWVDcmc_000107	bull bellowing	bull bellowing	lion roaring	bull moaning	foghorn blowing	lighting firecrackers
HZRJxOXw2os_000207	people marching	people marching	horses trotting	people clapping	train on tracks	lions growling
BqmRiPZgeVY_000296	playing table tennis	playing table tennis	crab clicking	people typing on keyboard	tap dancing	people eating apple
Wgnr_ftHhUw_000030	dog whimpering	dog whimpering	baby crying	dog yelping	squeaky toy	train whistling
3LxtO_vMokk_000010	driving motorcycle	car horn honking	foghorn sounding	car alarm sounding	trumpet playing	lions roaring
Y0zPnwGCSw0_000014	fox barking	fox barking	puppy yelping	fox yelping	squeezing rubber toy	playing flute
BxtN7sKDt5E_000030	people sniggering	people sniggering	hyenas laughing	people coughing	geese honking	playing timbales
eQ8CMCLS5rY_000550	using sewing machines	sewing machines	typewriter typing	sewing machine jamming	geiger counter clicking	people sniggering
KwoVfQeJmiE_000073	sharpen knife	sharpening knife	sharpening axe	scraping metal	sawing wood	footsteps on snow
EXEYAlExz_o_000067	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer starting	blender running	bowling impact
xNoaAN29jXQ_000351	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer buzzing	electric shaver buzzing	wind rustling leaves
5LPLWyCFT7A_000022	horse clip-clop	horse galloping	deer running	horse stomping	knocking on wooden door	strike lighter
7P_SwPV1FcU_000000	barn swallow calling	barn swallow calling	chickens peeping	barn swallow chirping	squeaky toy	magpie calling
_GzKC_7QmUE_000385	driving snowmobile	driving snowmobile	driving atv	snowmobile revving	using chainsaw	slot machine
TxXjcJo7Q2I_000531	turkey gobbling	turkey gobbling	person gargling	turkey chattering	machine gun firing	playing castanets
ZVKgp2DGpcI_000021	dog bow-wow	dog barking	sea lion barking	dog yelping	machine gun fire	otter growling
3RfrTU1p5SA_000500	people crowd	people chanting	wolves howling	people stomping	train running on tracks	air horn
WokAaq70lRM_000378	cheetah chirrup	cheetah purring	cat purring	cheetah growling	engine idling	arc welding
rYmiCpCbsm0_000020	bird squawking	bird squawking	mouse squeaking	bird pecking	beeper beeping	chopping wood
l1vEAtUWXHU_000034	dinosaurs bellowing	dinosaurs bellowing	elephants trumpeting	dinosaurs screeching	artillery fire	disc scratching
3XhpZyBrIVk_000018	woodpecker pecking tree	woodpecker pecking tree	nail gun firing	woodpecker tapping on metal	typing on a typewriter	squishing water
9HSUOow1vB4_000000	owl hooting	owl hooting	turkey gobbling	owl chattering	water bubbling	fire crackling
RpGRpTpEHTs_000109	disc scratching	disc scratching	cassette tape rewinding	disc skipping	gears grinding	church bell ringing
ND5nBdo7Lwo_000090	cap gun shooting	reloading a gun	winding a camera	assembling a gun	typing on a typewriter	thunder
